0,1,2,3
-5.069237311489721,-5.698336343227342,-6.587575466430604,-7.3510351907821345
-22.37310915253562,-34.6399657405907,-37.26796624918606,-9.310820911876082
-13.466010223816088,-36.21460122094099,-31.726667631266956,-53.74829939376531
0.0,0.0,0.0,0.0
-21.246678049581803,-49.88460549852803,-16.550659647962817,-45.56336411534393
-13.330322241987265,-47.49046593400017,-42.61707172245047,-7.304799501276611
-41.11291043038142,-39.039163058050875,-20.050836324094504,-5.036830042656237
-4.145236502496085,-3.8496837108457993,-3.499739315839346,-3.9967047343724857
-3.265392880763228,-36.446287456315794,-50.13271660007507,-38.45269388472332
0.0,0.0,0.0,0.0
-5.09358153093943,-32.35518327591059,-24.64420675948699,-23.53164921247097
0.0,0.0,0.0,0.0
-18.771626429175285,-40.77849343442577,-21.10260252134277,-45.75936939487862
-62.03023883849466,-53.19783852228229,-80.21939543126092,-54.46145577133897
-27.84541606883479,-63.00383060694648,-52.19396730740597,-57.63060077315141
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-27.039384138374782,-30.73871141952425,-3.2509086558598397,-28.25648429857557
-2.7999562496473884,-5.534837887734692,-5.7164770090786785,-5.8433916684730995
-36.299376640000006,-13.039221599482074,-58.526772942709854,-23.708166606415595
-5.159248330336682,-17.792359145659294,-13.824872591796709,-9.097454867800058
-87.21182805265613,-37.24991752823471,-77.27523587304356,-51.25331979751158
-19.154721195775654,-64.55040743544276,-81.1543956717311,-51.05092212181597
0.0,0.0,0.0,0.0
-35.536945931811886,-75.09125928499365,-33.10778966001413,-77.42589255728412
0.0,0.0,0.0,0.0
-68.97989328241741,-53.61360062457563,-36.42280192854348,-73.50542759169544
-9.573845948115377,-8.455799890827649,-3.2268960557766215,-9.516501498693877
-2.0325621360082464,-43.888380068283986,-28.399708137617164,-39.34564100183432
0.0,0.0,0.0,0.0
-5.556659525543409,-24.25155054902365,-32.86706550934864,-49.95798845982688
0.0,0.0,0.0,0.0
-36.5195179255225,-18.534976432126836,-15.072665160445002,-39.891405837939736
-42.624599490814745,-20.361134179991403,-35.13967676259254,-60.03186575596968
-55.45455460486737,-33.22706195886674,-54.150447529205714,-23.97069191879384
-52.76029506886377,-22.613049069673966,-27.000498926071334,-51.15416471556195
-19.69527449873413,-13.062785287124289,-12.792050367558206,-17.3475212762282
-37.302419809778414,-40.060577077375214,-72.35627327742026,-4.538257812206755
-2.2865303390093272,-4.534499899032256,-7.339825152960214,-4.443438252937519
-33.21603693843993,-20.0,-48.9024,-36.24549936030007
-6.122914971512616,-7.131847396250233,-6.444605810440929,-5.791224388085409
-85.46944880381754,-8.738657140735347,-61.80077957574304,-42.76612339435809
-14.422087531700598,-13.611195598151397,-18.14539557261106,-19.197240082108095
-34.37206970954596,-94.66086569415882,-79.20473972584215,-19.824655680918063
0.0,0.0,0.0,0.0
-51.41883905892098,-67.88600572205601,-32.06644274141629,-31.924735531588073
-18.545939977239357,-43.350009982247364,-44.12346856714109,-41.10615663965281
0.0,0.0,0.0,0.0
-0.2,-36.128,-13.16,-16.756207233055388
0.0,0.0,0.0,0.0
-7.450755592720368,-26.00577823441796,-33.872445392735344,-39.26903311358676
0.0,0.0,0.0,0.0
-55.93139004330929,-58.71855564624858,-19.946677589529646,-85.78900316825741
0.0,0.0,0.0,0.0
-64.08376066119746,-61.95276602637478,-80.08432414155102,-98.55884811924146
0.0,0.0,0.0,0.0
-62.26160633687606,-97.74820018631476,-28.9537507753469,-68.85970246027358
0.0,0.0,0.0,0.0
