0,1,2,3
0.0,-36.0,0.0,-36.0
0.0,0.0,0.0,0.0
-12.741934821012888,-23.112952302883293,-19.198429819565725,-27.79370617264626
-88.14860790927115,-41.79759069578254,-62.68075352078545,-37.82500022905191
-22.695122666708894,-18.40751386665141,-11.327990515830363,-23.059175713410404
-48.52917367223682,-7.29032539995927,-42.74208829627576,-34.24391288855914
-25.894623839697367,-4.9102535381926025,-9.89292367971199,-15.111767050935065
-32.4065752674243,-4.337638516524097,-31.599440318536267,-36.35246275753996
-8.664527524831914,-2.361601909486369,-11.728519279004688,-18.808440110822296
-19.266373807265023,-1.4153716355196289,-19.07990784,-16.104297001543184
0.0,-1.1000355320324173,-0.7634560000000001,-0.367503066000362
-8.959808,-0.294464,-36.267264,-23.48192
-51.608146967835935,-79.063571459686,-88.60239536357258,-18.665050948384764
0.0,0.0,0.0,0.0
-34.35766977337853,-58.172813659448664,-5.158014888823091,-39.561874546663816
-5.8626034947823715,-4.709795028936462,-5.157247237033083,-5.145597829942887
-4.616503109568515,-4.381563781547794,-4.194291278524528,-4.2999487118605
-26.42094294596742,-13.897450864625753,-29.447303658533727,-3.4630628423149235
-1.9721577763392062,-1.388466837552055,-1.2974429590425878,-1.9872154928561914
-0.7176729600000002,-1.2081879300232974,-1.1038102660003621,-1.3789439997160704
-0.6160000000000001,-0.5456000000000001,-0.7130854400000002,-0.6416593920000002
-0.8546513920000001,-0.8923264000000002,-0.9183769600000002,-0.8761472000000001
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-50.75303884268955,-29.86095711931393,-5.034539271941464,-16.768347049383234
-4.37931183046477,-4.37421834714454,-4.384737305898622,-4.609006787241221
-4.168502861291112,-37.193234403788225,-32.749810751975375,-62.38588569247578
0.0,0.0,0.0,0.0
-9.363865279364738,-20.590139430141953,-1.434418264237941,-30.609920000000002
-1.2839958291394278,-0.6684800000000002,-0.7872640000000002,-1.0137537351267125
-0.5578368,-0.2,-0.6684800000000002,-0.8908928000000002
-1.1874890752,-0.5904,-0.48800000000000004,-0.7950054400000002
-33.53571151958829,-3.2477110240064166,-10.112060669467224,-26.598109198408245
-27.45575623040116,-3.4584639780360487,-26.772133640761314,-28.655581971322807
-4.223168677905617,-3.8747351580533844,-4.368913503863286,-4.316745988368591
-4.01558201501668,-3.8677000029688604,-3.8869716888713493,-4.078887419001899
-3.9375134560943517,-3.4105254819167516,-3.68808330135706,-3.6900355427181184
-32.35873818059674,-2.5499744756928413,-70.67226977227374,-46.125515258868774
-1.4965120274827102,-1.5116339393809715,-1.4142967353402986,-1.112330914424423
-1.0749585463079079,-0.40608,-0.8315008,-0.4176000000000001
0.0,0.0,0.0,0.0
-0.36000000000000004,-0.2,-0.6162560000000001,-0.2
